order_id,order_date,customer_id,product_id,quantity,selling_price,discount,returned
O015286,2025-11-25,C03235,P0460,1,10115.31,0.0,No
O015287,2025-04-06,C03386,P0162,2,8782.9,0.2,No
O015288,2025-03-05,C06788,P0302,1,16386.98,0.2,No
O015289,2025-07-08,C00142,P0198,1,2093.89,0.15,No
O015290,2025-03-20,C07132,P0054,1,17562.76,0.25,No
O015291,2025-01-05,C02764,P0076,1,9861.76,0.2,Yes
O015292,2025-02-21,C01513,P0029,2,11386.55,0.0,No
O015293,2025-03-05,C01408,P0450,1,3768.61,0.2,No
O015294,2025-03-26,C05163,P0341,1,4133.83,0.25,No
O015295,2025-01-21,C06909,P0191,1,626.87,0.1,No
O015296,2025-08-11,C01749,P0044,1,18218.13,0.2,Yes
O015297,2025-11-14,C07364,P0324,1,3882.63,0.2,No
O015298,2025-05-20,C02097,P0301,2,15548.74,0.1,No
O015299,2025-03-20,C01403,P0401,2,1395.4,0.05,No
O015300,2025-03-19,C04440,P0363,1,7027.25,0.0,No
O015301,2025-01-12,C03863,P0467,4,17009.55,0.2,No
O015302,2025-02-25,C07279,P0116,1,1584.01,0.1,No
O015303,2025-12-22,C07412,P0484,1,2479.8,0.0,No
O015304,2025-03-07,C03758,P0056,3,2449.88,0.1,No
O015305,2025-02-19,C05461,P0490,1,3065.18,0.2,No
O015306,2025-02-20,C06791,P0110,1,3897.73,0.05,No
O015307,2025-07-18,C02269,P0008,3,19593.07,0.25,No
O015308,2025-11-16,C01972,P0468,3,16392.19,0.2,No
O015309,2025-07-29,C03440,P0259,1,16552.2,0.05,No
O015310,2025-02-18,C02607,P0221,1,15636.53,0.2,No
O015311,2025-12-02,C07807,P0453,4,20727.68,0.05,Yes
O015312,2025-12-04,C05308,P0093,2,19143.41,0.05,No
O015313,2025-12-22,C09075,P0228,1,3753.44,0.25,No
O015314,2025-04-11,C00933,P0364,3,4103.42,0.15,No
O015315,2025-01-28,C04792,P0397,1,2226.08,0.1,No
O015316,2025-06-04,C03585,P0100,1,22653.61,0.1,No
O015317,2025-06-02,C09779,P0338,4,2284.03,0.2,No
O015318,2025-08-11,C03631,P0035,2,1631.97,0.1,No
O015319,2025-03-31,C03757,P0287,2,8476.7,0.1,No
O015320,2025-12-09,C00950,P0005,1,13624.55,0.15,No
O015321,2025-07-31,C05058,P0122,2,21161.99,0.25,No
O015322,2025-09-29,C08479,P0391,1,11535.68,0.2,No
O015323,2025-10-19,C05686,P0062,1,16115.62,0.0,No
O015324,2025-12-02,C08791,P0448,2,15523.05,0.0,No
O015325,2025-10-21,C05401,P0495,3,20517.27,0.0,No
O015326,2025-04-29,C07708,P0261,2,3045.08,0.0,No
O015327,2025-09-23,C09749,P0262,1,7684.71,0.15,No
O015328,2025-04-20,C04976,P0275,1,17991.44,0.25,No
O015329,2025-12-23,C05885,P0272,1,11818.79,0.2,No
O015330,2025-04-06,C09218,P0495,2,20517.27,0.0,No
O015331,2025-05-13,C07638,P0010,5,14649.64,0.05,No
O015332,2025-06-17,C02048,P0384,2,20408.24,0.0,No
O015333,2025-08-15,C07265,P0267,1,462.73,0.05,Yes
O015334,2025-10-18,C05335,P0260,1,5180.16,0.25,No
O015335,2025-11-18,C02650,P0371,1,16777.98,0.1,No
O015336,2025-01-13,C02257,P0419,1,18901.01,0.05,Yes
O015337,2025-08-26,C05618,P0367,2,18608.6,0.0,No
O015338,2025-10-25,C03821,P0450,2,3768.61,0.0,No
O015339,2025-08-10,C04200,P0173,3,8803.19,0.15,No
O015340,2025-05-30,C08109,P0181,1,12013.83,0.0,No
O015341,2025-05-06,C00374,P0439,4,3613.6,0.25,No
O015342,2025-07-14,C06766,P0475,1,3627.09,0.15,Yes
O015343,2025-06-06,C09547,P0276,1,5013.14,0.25,No
O015344,2025-10-23,C06814,P0284,1,3280.06,0.2,No
O015345,2025-01-06,C04783,P0437,4,7018.71,0.2,No
O015346,2025-08-22,C07579,P0107,1,6236.09,0.25,No
O015347,2025-01-17,C01898,P0090,2,14919.95,0.05,No
O015348,2025-03-03,C09556,P0473,1,4233.37,0.0,Yes
O015349,2025-11-27,C06642,P0366,3,11078.85,0.15,No
O015350,2025-10-27,C07259,P0136,1,19292.56,0.05,No
O015351,2025-05-13,C08940,P0135,3,5467.72,0.15,No
O015352,2025-07-11,C06988,P0139,3,20804.16,0.1,Yes
O015353,2025-08-04,C06243,P0454,1,3075.81,0.2,No
O015354,2025-05-24,C05269,P0186,2,3539.94,0.05,No
O015355,2025-04-01,C09967,P0465,3,11969.59,0.25,No
O015356,2025-08-19,C03707,P0372,1,15319.49,0.15,No
O015357,2025-09-11,C09191,P0140,4,19137.92,0.1,No
O015358,2025-05-17,C08456,P0069,1,6711.1,0.05,No
O015359,2025-08-30,C05471,P0323,1,6951.17,0.25,No
O015360,2025-10-08,C01589,P0033,5,13043.99,0.05,No
O015361,2025-05-04,C02805,P0096,4,745.75,0.25,No
O015362,2025-11-26,C05629,P0390,2,18079.48,0.0,No
O015363,2025-09-11,C09087,P0088,1,7193.23,0.25,No
O015364,2025-10-22,C07118,P0440,2,14082.66,0.1,No
O015365,2025-09-03,C07824,P0005,3,13624.55,0.2,No
O015366,2025-08-19,C03537,P0304,1,15970.93,0.0,No
O015367,2025-10-18,C02195,P0346,5,11059.56,0.05,No
O015368,2025-02-02,C06533,P0238,1,21968.88,0.1,No
O015369,2025-03-15,C06038,P0023,1,8438.67,0.25,No
O015370,2025-04-06,C08864,P0227,3,12236.48,0.2,Yes
O015371,2025-10-20,C06245,P0358,3,13905.47,0.25,No
O015372,2025-11-04,C01172,P0177,3,5512.59,0.0,No
O015373,2025-04-10,C05062,P0087,3,16436.2,0.0,No
O015374,2025-11-28,C09025,P0057,2,9286.16,0.15,No
O015375,2025-01-15,C08813,P0495,2,20517.27,0.25,No
O015376,2025-01-06,C08541,P0208,4,18850.02,0.05,No
O015377,2025-03-19,C03566,P0078,1,1175.42,0.2,No
O015378,2025-08-19,C02750,P0478,3,14134.45,0.2,No
O015379,2025-12-14,C04095,P0130,3,398.37,0.0,Yes
O015380,2025-05-25,C00144,P0479,3,418.72,0.2,No
O015381,2025-01-18,C00753,P0094,3,11217.58,0.1,No
O015382,2025-04-04,C04094,P0149,1,14501.44,0.25,No
O015383,2025-07-16,C05279,P0383,2,11515.25,0.05,No
O015384,2025-04-04,C02030,P0030,1,14970.72,0.0,No
O015385,2025-10-07,C03850,P0349,4,11687.99,0.2,Yes
O015386,2025-02-04,C06346,P0309,2,18448.65,0.15,No
O015387,2025-04-09,C01991,P0117,2,2920.82,0.1,No
O015388,2025-01-31,C02127,P0083,2,12215.68,0.1,No
O015389,2025-01-25,C01437,P0023,2,8438.67,0.15,No
O015390,2025-02-15,C03849,P0414,5,11956.0,0.15,No
O015391,2025-05-02,C05341,P0328,1,4907.62,0.1,No
O015392,2025-05-17,C07207,P0257,2,8607.1,0.15,No
O015393,2025-08-15,C02608,P0287,3,8476.7,0.2,No
O015394,2025-07-21,C07715,P0442,3,4715.08,0.15,No
O015395,2025-07-01,C05195,P0401,1,1395.4,0.0,No
O015396,2025-12-07,C01859,P0243,1,18295.52,0.2,No
O015397,2025-08-01,C01490,P0143,3,23632.34,0.0,No
O015398,2025-09-19,C09431,P0405,1,12684.34,0.0,No
O015399,2025-05-31,C03556,P0485,1,7560.69,0.25,No
O015400,2025-06-17,C03723,P0061,1,9787.76,0.15,No
O015401,2025-11-18,C08687,P0138,2,10746.39,0.05,No
O015402,2025-12-09,C01822,P0414,1,11956.0,0.0,No
O015403,2025-04-27,C08656,P0239,1,13735.78,0.1,No
O015404,2025-11-12,C02323,P0192,1,19584.26,0.25,No
O015405,2025-12-21,C00274,P0062,1,16115.62,0.15,No
O015406,2025-04-19,C04853,P0357,1,8239.11,0.05,No
O015407,2025-02-04,C05670,P0442,1,4715.08,0.1,No
O015408,2025-08-10,C03944,P0176,1,17886.76,0.25,No
O015409,2025-07-26,C05716,P0053,1,9968.3,0.2,No
O015410,2025-08-21,C07969,P0213,1,17739.26,0.2,No
O015411,2025-01-26,C09813,P0316,1,2730.51,0.05,No
O015412,2025-07-05,C01180,P0150,2,6600.29,0.25,No
O015413,2025-02-08,C00455,P0320,2,5620.69,0.1,Yes
O015414,2025-03-23,C08757,P0264,1,12209.88,0.0,No
O015415,2025-01-18,C00374,P0253,1,10271.09,0.2,No
O015416,2025-10-25,C02010,P0373,1,12155.24,0.05,No
O015417,2025-06-17,C06156,P0137,4,16054.87,0.1,No
O015418,2025-01-10,C05170,P0461,3,14739.31,0.05,No
O015419,2025-10-02,C01661,P0158,1,20555.02,0.15,No
O015420,2025-07-22,C01411,P0340,1,6874.74,0.0,No
O015421,2025-03-17,C01042,P0082,1,11815.11,0.15,No
O015422,2025-05-25,C04963,P0425,1,17071.6,0.05,No
O015423,2025-02-01,C01680,P0349,3,11687.99,0.0,No
O015424,2025-12-19,C09575,P0069,1,6711.1,0.05,No
O015425,2025-02-28,C00232,P0302,2,16386.98,0.15,No
O015426,2025-09-19,C06943,P0364,1,4103.42,0.15,No
O015427,2025-05-22,C03260,P0157,3,11681.05,0.2,Yes
O015428,2025-08-30,C09826,P0484,1,2479.8,0.15,No
O015429,2025-04-03,C06506,P0240,1,22222.78,0.25,No
O015430,2025-09-21,C06971,P0231,5,16923.56,0.1,No
O015431,2025-04-07,C06782,P0280,3,9386.61,0.0,No
O015432,2025-07-26,C08277,P0160,3,1719.49,0.05,No
O015433,2025-04-16,C06697,P0303,2,7049.83,0.15,No
O015434,2025-03-17,C05231,P0152,2,10707.69,0.2,No
O015435,2025-04-24,C07779,P0091,2,22504.82,0.25,No
O015436,2025-08-20,C08218,P0490,2,3065.18,0.15,No
O015437,2025-10-31,C06638,P0370,1,18082.34,0.1,No
O015438,2025-06-05,C02586,P0075,1,7909.38,0.2,Yes
O015439,2025-02-09,C02241,P0043,1,16292.15,0.15,No
O015440,2025-06-22,C00611,P0030,2,14970.72,0.15,No
O015441,2025-12-12,C08477,P0121,3,12127.77,0.2,No
O015442,2025-08-14,C00623,P0079,1,17626.25,0.0,No
O015443,2025-10-05,C04911,P0007,1,12217.49,0.0,No
O015444,2025-11-22,C06355,P0368,1,16815.32,0.2,No
O015445,2025-10-11,C09205,P0383,1,11515.25,0.0,No
O015446,2025-11-04,C00752,P0395,1,9824.25,0.15,No
O015447,2025-12-20,C08883,P0447,1,10287.3,0.2,No
O015448,2025-10-30,C08097,P0388,1,19649.44,0.0,No
O015449,2025-05-13,C07280,P0456,3,9459.84,0.1,No
O015450,2025-05-09,C03342,P0353,1,2607.46,0.2,Yes
O015451,2025-04-22,C04627,P0118,3,15382.84,0.1,No
O015452,2025-08-17,C06027,P0329,1,753.43,0.0,No
O015453,2025-08-24,C06708,P0135,2,5467.72,0.1,No
O015454,2025-04-08,C07182,P0193,3,3787.37,0.25,No
O015455,2025-05-22,C02410,P0433,1,10380.74,0.1,No
O015456,2025-10-02,C03953,P0365,2,15975.82,0.15,Yes
O015457,2025-02-04,C07020,P0099,4,22631.19,0.0,No
O015458,2025-07-07,C04705,P0109,4,8309.1,0.05,No
O015459,2025-11-16,C05741,P0177,1,5512.59,0.25,No
O015460,2025-10-31,C04938,P0214,1,14175.18,0.2,No
O015461,2025-02-26,C09546,P0256,1,15939.8,0.0,No
O015462,2025-05-08,C09946,P0049,1,5963.99,0.2,No
O015463,2025-06-27,C07062,P0211,2,14052.38,0.0,No
O015464,2025-01-20,C07480,P0465,1,11969.59,0.0,No
O015465,2025-06-11,C08463,P0189,1,17768.06,0.1,No
O015466,2025-04-07,C07600,P0140,3,19137.92,0.1,No
O015467,2025-02-05,C07538,P0314,2,1332.09,0.2,Yes
O015468,2025-12-01,C04084,P0395,3,9824.25,0.1,No
O015469,2025-08-17,C06542,P0077,2,5450.5,0.05,No
O015470,2025-10-24,C08160,P0432,2,12911.73,0.0,No
O015471,2025-08-02,C06497,P0425,1,17071.6,0.2,No
O015472,2025-12-17,C08852,P0121,1,12127.77,0.15,No
O015473,2025-12-03,C01758,P0013,4,4418.24,0.1,No
O015474,2025-10-21,C03226,P0399,1,3392.18,0.0,No
O015475,2025-08-02,C02933,P0079,2,17626.25,0.2,No
O015476,2025-10-17,C07832,P0005,1,13624.55,0.25,No
O015477,2025-07-18,C09051,P0042,3,7539.1,0.05,No
O015478,2025-01-12,C07030,P0018,1,14465.72,0.1,No
O015479,2025-04-11,C09388,P0450,2,3768.61,0.1,Yes
O015480,2025-09-14,C00017,P0107,1,6236.09,0.1,No
O015481,2025-12-10,C06927,P0087,1,16436.2,0.0,No
O015482,2025-02-18,C03766,P0086,3,11196.96,0.25,No
O015483,2025-08-31,C05811,P0166,3,19944.11,0.05,No
O015484,2025-01-23,C07747,P0308,2,762.13,0.15,No
O015485,2025-05-24,C07423,P0049,3,5963.99,0.25,No
O015486,2025-03-11,C08695,P0395,1,9824.25,0.05,No
O015487,2025-10-31,C03406,P0471,1,5308.44,0.1,No
O015488,2025-12-16,C08856,P0002,1,5371.84,0.0,No
O015489,2025-07-01,C00190,P0061,2,9787.76,0.1,No
O015490,2025-06-17,C09511,P0282,2,3512.37,0.0,No
O015491,2025-03-23,C03516,P0240,1,22222.78,0.25,Yes
O015492,2025-09-23,C04472,P0005,3,13624.55,0.2,No
O015493,2025-05-26,C09855,P0480,4,8939.5,0.0,No
O015494,2025-03-01,C04614,P0471,2,5308.44,0.25,No
O015495,2025-08-18,C03589,P0468,2,16392.19,0.1,No
O015496,2025-01-29,C05915,P0191,3,626.87,0.05,No
O015497,2025-04-07,C07405,P0058,1,13301.55,0.2,No
O015498,2025-10-20,C07849,P0034,3,11851.15,0.2,No
O015499,2025-04-19,C05219,P0038,4,11122.17,0.0,No
O015500,2025-04-21,C07141,P0111,1,2807.17,0.2,No
O015501,2025-11-15,C03276,P0327,1,10096.21,0.2,No
O015502,2025-01-05,C03823,P0393,3,14985.7,0.1,No
O015503,2025-07-09,C06158,P0034,1,11851.15,0.25,No
O015504,2025-01-30,C08154,P0373,1,12155.24,0.15,No
O015505,2025-09-14,C05323,P0128,4,9382.14,0.1,No
O015506,2025-08-06,C09315,P0235,1,7444.12,0.2,No
O015507,2025-02-11,C04794,P0194,2,6380.09,0.05,No
O015508,2025-01-15,C00117,P0174,3,10290.08,0.05,No
O015509,2025-01-30,C06905,P0484,3,2479.8,0.2,No
O015510,2025-04-08,C01877,P0088,1,7193.23,0.0,No
O015511,2025-07-04,C07987,P0217,1,9086.62,0.05,No
O015512,2025-11-22,C00790,P0409,1,15684.48,0.25,No
O015513,2025-02-13,C01483,P0080,1,17977.8,0.05,No
O015514,2025-06-25,C04487,P0078,1,1175.42,0.1,No
O015515,2025-05-06,C07247,P0368,2,16815.32,0.25,No
O015516,2025-11-27,C01818,P0111,1,2807.17,0.05,No
O015517,2025-08-29,C06473,P0049,1,5963.99,0.15,No
O015518,2025-02-16,C07027,P0244,3,16004.3,0.15,No
O015519,2025-10-27,C05431,P0219,1,19632.77,0.0,No
O015520,2025-07-23,C05523,P0149,1,14501.44,0.2,No
O015521,2025-02-18,C01987,P0158,4,20555.02,0.05,No
O015522,2025-07-06,C02558,P0237,1,13161.26,0.15,No
O015523,2025-11-07,C01305,P0318,3,13195.76,0.2,No
O015524,2025-02-11,C09713,P0025,5,7219.72,0.05,No
O015525,2025-08-29,C00912,P0206,2,18224.08,0.15,No
O015526,2025-06-29,C03044,P0099,2,22631.19,0.05,No
O015527,2025-10-10,C06640,P0227,1,12236.48,0.15,No
O015528,2025-08-27,C04961,P0066,2,1662.76,0.15,No
O015529,2025-06-13,C07840,P0034,1,11851.15,0.05,No
O015530,2025-04-12,C06374,P0309,1,18448.65,0.1,Yes
O015531,2025-02-13,C03304,P0199,5,16253.01,0.0,No
O015532,2025-02-12,C03179,P0280,1,9386.61,0.1,No
O015533,2025-05-01,C01830,P0197,1,1509.15,0.25,No
O015534,2025-03-07,C05412,P0062,1,16115.62,0.1,No
O015535,2025-10-22,C02988,P0412,3,16820.18,0.25,No
O015536,2025-11-03,C02679,P0277,1,11257.04,0.15,No
O015537,2025-06-25,C07017,P0012,1,9462.34,0.1,No
O015538,2025-08-25,C05923,P0003,4,10585.98,0.05,No
O015539,2025-05-30,C09672,P0174,1,10290.08,0.15,No
O015540,2025-10-19,C08235,P0072,2,20000.49,0.05,No
O015541,2025-12-21,C04728,P0492,1,3271.17,0.25,No
O015542,2025-05-07,C01312,P0007,1,12217.49,0.1,No
O015543,2025-06-27,C00538,P0197,1,1509.15,0.2,No
O015544,2025-06-16,C09766,P0040,5,15323.09,0.1,No
O015545,2025-05-03,C00874,P0328,3,4907.62,0.1,No
O015546,2025-01-20,C08030,P0339,3,21242.63,0.25,No
O015547,2025-11-13,C08671,P0339,2,21242.63,0.05,No
O015548,2025-08-25,C01217,P0222,1,19725.69,0.0,No
O015549,2025-07-29,C05814,P0466,3,815.86,0.15,Yes
O015550,2025-10-12,C06152,P0143,1,23632.34,0.25,No
O015551,2025-12-10,C03577,P0070,3,13390.68,0.2,No
O015552,2025-10-05,C04054,P0490,2,3065.18,0.25,No
O015553,2025-07-03,C02708,P0447,1,10287.3,0.0,No
O015554,2025-07-29,C00169,P0155,1,17906.25,0.25,No
O015555,2025-11-30,C04479,P0174,3,10290.08,0.2,No
O015556,2025-03-23,C06512,P0117,3,2920.82,0.15,No
O015557,2025-01-11,C01593,P0185,1,7098.71,0.0,No
O015558,2025-11-07,C02228,P0203,1,16028.5,0.05,No
O015559,2025-06-16,C05225,P0458,1,10057.25,0.2,No
O015560,2025-06-29,C01068,P0346,1,11059.56,0.0,No
O015561,2025-12-21,C07723,P0361,2,13579.59,0.15,No
O015562,2025-05-11,C02661,P0014,1,13012.44,0.05,No
O015563,2025-08-22,C05725,P0424,1,6838.02,0.1,Yes
O015564,2025-12-23,C06432,P0263,1,14505.92,0.2,No
O015565,2025-02-12,C02232,P0184,2,9430.85,0.0,No
O015566,2025-05-30,C00955,P0075,1,7909.38,0.25,No
O015567,2025-03-23,C06920,P0464,2,14301.3,0.05,No
O015568,2025-02-21,C07561,P0388,2,19649.44,0.2,No
O015569,2025-10-21,C08971,P0063,1,5856.48,0.1,No
O015570,2025-03-20,C00858,P0460,2,10115.31,0.2,No
O015571,2025-01-12,C07708,P0298,1,18715.45,0.0,No
O015572,2025-07-08,C09778,P0451,1,1110.87,0.15,No
O015573,2025-07-11,C06348,P0472,1,15919.08,0.0,No
O015574,2025-03-22,C01368,P0204,2,8826.34,0.25,No
O015575,2025-04-27,C08749,P0337,1,1196.02,0.25,No
O015576,2025-10-10,C04022,P0173,2,8803.19,0.1,No
O015577,2025-10-05,C00796,P0443,2,6365.25,0.0,No
O015578,2025-06-23,C07789,P0413,1,5144.6,0.1,No
O015579,2025-07-08,C00316,P0260,2,5180.16,0.2,No
O015580,2025-10-14,C03859,P0188,2,14941.63,0.25,No
O015581,2025-05-31,C04550,P0328,2,4907.62,0.15,No
O015582,2025-11-25,C02176,P0303,3,7049.83,0.25,No
O015583,2025-06-21,C04411,P0020,1,5439.99,0.15,No
O015584,2025-05-28,C05292,P0230,4,890.89,0.05,No
O015585,2025-12-20,C05979,P0411,3,15202.78,0.2,No
O015586,2025-06-13,C00327,P0182,3,10089.55,0.0,No
O015587,2025-12-30,C04173,P0378,3,9109.45,0.2,No
O015588,2025-09-13,C09505,P0391,1,11535.68,0.15,No
O015589,2025-02-26,C00218,P0496,1,10063.45,0.0,Yes
O015590,2025-03-18,C08235,P0188,4,14941.63,0.0,No
O015591,2025-11-22,C04695,P0198,1,2093.89,0.1,No
O015592,2025-02-03,C02335,P0376,3,18265.52,0.15,No
O015593,2025-05-01,C04519,P0321,3,327.01,0.25,No
O015594,2025-10-23,C00378,P0481,5,8029.95,0.05,No
O015595,2025-07-08,C09723,P0333,1,5521.89,0.1,No
O015596,2025-02-10,C03492,P0346,1,11059.56,0.0,No
O015597,2025-02-15,C08073,P0159,2,15278.06,0.2,No
O015598,2025-08-24,C01631,P0172,3,4438.12,0.0,No
O015599,2025-03-12,C05868,P0376,1,18265.52,0.15,No
O015600,2025-01-24,C09977,P0018,1,14465.72,0.2,No
O015601,2025-11-16,C00688,P0231,3,16923.56,0.1,No
O015602,2025-07-06,C07319,P0316,2,2730.51,0.15,Yes
O015603,2025-09-09,C01330,P0156,4,14385.21,0.15,No
O015604,2025-06-02,C01458,P0338,3,2284.03,0.25,No
O015605,2025-05-08,C00018,P0080,1,17977.8,0.1,No
O015606,2025-07-06,C07910,P0289,2,9994.13,0.05,Yes
O015607,2025-01-06,C02516,P0072,1,20000.49,0.15,No
O015608,2025-09-21,C04697,P0390,2,18079.48,0.0,No
O015609,2025-01-18,C06136,P0253,3,10271.09,0.15,No
O015610,2025-12-03,C09154,P0012,2,9462.34,0.15,No
O015611,2025-04-17,C09073,P0210,2,15558.51,0.15,No
O015612,2025-10-04,C03086,P0308,2,762.13,0.15,No
O015613,2025-05-10,C09383,P0069,3,6711.1,0.0,No
O015614,2025-06-06,C06727,P0273,2,5112.62,0.2,No
O015615,2025-02-09,C03922,P0289,3,9994.13,0.05,No
O015616,2025-04-20,C05387,P0208,3,18850.02,0.2,No
O015617,2025-09-06,C05913,P0306,2,20789.39,0.15,No
O015618,2025-01-22,C08334,P0382,2,8006.4,0.25,No
O015619,2025-10-21,C03775,P0105,1,14736.17,0.2,No
O015620,2025-04-01,C03205,P0116,1,1584.01,0.25,No
O015621,2025-08-11,C02377,P0115,3,9179.53,0.2,No
O015622,2025-03-17,C03383,P0036,2,323.29,0.05,No
O015623,2025-09-27,C09564,P0419,1,18901.01,0.05,No
O015624,2025-01-17,C04287,P0449,2,18234.1,0.05,No
O015625,2025-05-28,C05010,P0250,1,13369.44,0.15,No
O015626,2025-04-26,C06925,P0284,4,3280.06,0.2,Yes
O015627,2025-03-15,C02810,P0294,1,10261.46,0.15,No
O015628,2025-05-14,C03155,P0424,3,6838.02,0.2,No
O015629,2025-09-25,C05073,P0400,2,13264.71,0.1,No
O015630,2025-12-18,C03493,P0136,1,19292.56,0.05,Yes
O015631,2025-10-30,C03521,P0273,1,5112.62,0.15,No
O015632,2025-08-01,C00063,P0100,2,22653.61,0.1,Yes
O015633,2025-01-29,C02769,P0195,1,2073.57,0.1,No
O015634,2025-07-28,C05401,P0044,2,18218.13,0.1,No
O015635,2025-05-09,C04094,P0039,3,10176.99,0.2,No
O015636,2025-12-16,C05699,P0256,1,15939.8,0.1,No
O015637,2025-01-13,C02849,P0016,1,14533.96,0.1,No
O015638,2025-02-01,C05806,P0074,2,17873.88,0.25,No
O015639,2025-10-30,C04556,P0252,3,9761.35,0.2,No
O015640,2025-11-20,C08333,P0390,2,18079.48,0.05,No
O015641,2025-01-17,C02301,P0348,5,13832.04,0.05,Yes
O015642,2025-08-14,C07524,P0042,1,7539.1,0.1,No
O015643,2025-12-05,C03898,P0066,2,1662.76,0.1,No
O015644,2025-10-21,C02780,P0230,1,890.89,0.15,No
O015645,2025-04-19,C05657,P0466,1,815.86,0.25,No
O015646,2025-12-03,C05630,P0426,1,2971.43,0.25,No
O015647,2025-12-25,C03093,P0271,3,14213.96,0.25,No
O015648,2025-10-23,C09550,P0069,3,6711.1,0.0,No
O015649,2025-08-11,C05454,P0299,2,5417.11,0.15,No
O015650,2025-03-15,C00804,P0222,3,19725.69,0.05,No
O015651,2025-12-23,C08313,P0228,1,3753.44,0.1,No
O015652,2025-01-26,C02310,P0411,1,15202.78,0.15,No
O015653,2025-10-21,C04080,P0076,1,9861.76,0.15,No
O015654,2025-07-30,C07767,P0342,1,1495.62,0.25,Yes
O015655,2025-07-08,C05745,P0294,1,10261.46,0.0,No
O015656,2025-03-28,C03952,P0465,1,11969.59,0.25,No
O015657,2025-05-08,C02284,P0464,5,14301.3,0.05,No
O015658,2025-07-27,C01088,P0090,3,14919.95,0.05,No
O015659,2025-09-05,C09745,P0021,3,4977.26,0.15,No
O015660,2025-01-31,C01889,P0496,2,10063.45,0.2,No
O015661,2025-06-09,C05308,P0382,3,8006.4,0.25,No
O015662,2025-05-17,C04589,P0377,2,376.75,0.25,No
O015663,2025-11-18,C03168,P0226,1,9984.99,0.1,Yes
O015664,2025-04-27,C06411,P0285,1,11223.2,0.2,No
O015665,2025-02-25,C02315,P0179,1,10627.48,0.1,No
O015666,2025-04-28,C06973,P0179,1,10627.48,0.25,No
O015667,2025-03-19,C00728,P0299,3,5417.11,0.0,No
O015668,2025-03-26,C03739,P0455,2,14048.14,0.25,No
O015669,2025-10-25,C00210,P0257,2,8607.1,0.05,No
O015670,2025-02-11,C00750,P0229,1,18884.6,0.1,No
O015671,2025-07-20,C07483,P0471,1,5308.44,0.15,No
O015672,2025-09-30,C04193,P0164,4,5208.7,0.1,No
O015673,2025-11-20,C02909,P0132,1,11747.66,0.15,No
O015674,2025-10-29,C06595,P0015,3,15325.83,0.05,No
O015675,2025-03-27,C08630,P0476,1,2480.78,0.05,No
O015676,2025-10-06,C07774,P0003,1,10585.98,0.15,No
O015677,2025-05-05,C09176,P0390,5,18079.48,0.2,No
O015678,2025-08-30,C08340,P0285,1,11223.2,0.15,No
O015679,2025-10-22,C07601,P0137,1,16054.87,0.25,No
O015680,2025-11-16,C03977,P0092,1,7934.45,0.2,No
O015681,2025-05-14,C08958,P0372,1,15319.49,0.1,No
O015682,2025-04-24,C08425,P0410,1,2644.84,0.1,No
O015683,2025-07-11,C00744,P0402,2,17500.88,0.2,Yes
O015684,2025-09-18,C02912,P0442,3,4715.08,0.15,No
O015685,2025-07-28,C09214,P0010,3,14649.64,0.1,No
O015686,2025-07-28,C06677,P0250,2,13369.44,0.1,No
O015687,2025-10-05,C09324,P0113,1,14937.8,0.25,No
O015688,2025-01-08,C07091,P0209,2,10967.3,0.25,No
O015689,2025-06-05,C04296,P0493,1,7635.46,0.05,No
O015690,2025-05-26,C05813,P0036,1,323.29,0.25,No
O015691,2025-01-16,C00934,P0308,2,762.13,0.1,No
O015692,2025-01-08,C03895,P0059,1,3395.63,0.0,No
O015693,2025-11-30,C01816,P0068,1,20578.36,0.0,No
O015694,2025-09-02,C09382,P0434,1,12759.44,0.0,No
O015695,2025-07-19,C00884,P0398,4,316.49,0.0,No
O015696,2025-04-19,C02575,P0245,1,3072.76,0.15,No
O015697,2025-08-07,C04530,P0125,3,11687.32,0.2,No
O015698,2025-10-27,C03117,P0380,1,7751.48,0.0,No
O015699,2025-10-22,C01393,P0081,1,13623.7,0.15,No
O015700,2025-01-23,C07622,P0067,2,10376.04,0.0,Yes
O015701,2025-04-28,C08764,P0189,1,17768.06,0.0,No
O015702,2025-02-14,C05201,P0147,2,4088.72,0.1,No
O015703,2025-10-06,C08993,P0386,3,11398.74,0.05,No
O015704,2025-01-24,C01684,P0005,3,13624.55,0.05,No
O015705,2025-08-03,C08668,P0496,2,10063.45,0.25,No
O015706,2025-04-15,C03869,P0210,2,15558.51,0.15,No
O015707,2025-12-17,C03559,P0387,3,11057.06,0.0,No
O015708,2025-06-23,C02321,P0118,2,15382.84,0.15,No
O015709,2025-10-21,C06438,P0080,1,17977.8,0.2,Yes
O015710,2025-05-17,C09005,P0253,3,10271.09,0.25,Yes
O015711,2025-12-30,C00332,P0066,3,1662.76,0.0,No
O015712,2025-11-30,C05384,P0499,1,7185.53,0.1,No
O015713,2025-09-28,C06941,P0429,1,789.7,0.2,Yes
O015714,2025-09-04,C01538,P0381,1,10429.72,0.25,No
O015715,2025-12-15,C00440,P0092,3,7934.45,0.05,No
O015716,2025-12-22,C09543,P0269,1,6021.51,0.15,No
O015717,2025-06-23,C02504,P0464,1,14301.3,0.05,No
O015718,2025-03-21,C01317,P0139,3,20804.16,0.15,No
O015719,2025-08-13,C08620,P0339,1,21242.63,0.0,No
