product_id,product_name,category,sub_category,cost_price,selling_price
P0414,Backpack 414,Fashion,Clothing,8947.61,11956.0
P0415,Lip Balm 415,Beauty,Personal Care,4253.94,6493.51
P0416,Air Fryer 416,Home & Kitchen,Kitchen & Home,11766.98,17060.84
P0417,Fiction Novel 417,Books,Books,11065.76,16005.13
P0418,Hoodie 418,Fashion,Clothing,11868.23,16498.59
P0419,Web Development 419,Books,Books,12114.64,18901.01
P0420,Dinner Set 420,Home & Kitchen,Kitchen & Home,13343.34,16788.32
P0421,Skipping Rope 421,Sports,Fitness,9154.2,13100.37
P0422,Hoodie 422,Fashion,Clothing,14056.98,18145.59
P0423,Tennis Ball 423,Sports,Fitness,11471.83,14525.2
P0424,Leadership Skills 424,Books,Books,4320.63,6838.02
P0425,Dining Chair 425,Furniture,Home Furniture,11547.81,17071.6
P0426,Body Lotion 426,Beauty,Personal Care,1871.89,2971.43
P0427,Keyboard 427,Electronics,Gadgets,4774.83,7577.62
P0428,Mixer Grinder 428,Home & Kitchen,Kitchen & Home,6506.07,7553.15
P0429,Leadership Skills 429,Books,Books,562.92,789.7
P0430,Moisturizer 430,Beauty,Personal Care,12645.48,16347.68
P0431,Backpack 431,Fashion,Clothing,10187.25,15299.02
P0432,USB Cable 432,Electronics,Gadgets,10539.29,12911.73
P0433,Body Lotion 433,Beauty,Personal Care,7287.86,10380.74
P0434,Coffee Maker 434,Home & Kitchen,Kitchen & Home,8741.48,12759.44
P0435,Power Bank 435,Electronics,Gadgets,14327.04,22624.86
P0436,Shampoo 436,Beauty,Personal Care,1920.2,2362.54
P0437,Web Development 437,Books,Books,6049.99,7018.71
P0438,Air Fryer 438,Home & Kitchen,Kitchen & Home,4995.21,6412.0
P0439,Cricket Bat 439,Sports,Fitness,2793.09,3613.6
P0440,Fiction Novel 440,Books,Books,8923.67,14082.66
P0441,Perfume 441,Beauty,Personal Care,10877.96,17258.72
P0442,TV Unit 442,Furniture,Home Furniture,3094.37,4715.08
P0443,Makeup Kit 443,Beauty,Personal Care,4874.54,6365.25
P0444,Badminton Racket 444,Sports,Fitness,3971.87,5374.53
P0445,Data Science Handbook 445,Books,Books,1287.66,1758.64
P0446,Dinner Set 446,Home & Kitchen,Kitchen & Home,14454.99,19589.73
P0447,Vacuum Cleaner 447,Home & Kitchen,Kitchen & Home,6500.31,10287.3
P0448,Hair Oil 448,Beauty,Personal Care,12970.11,15523.05
P0449,Coffee Maker 449,Home & Kitchen,Kitchen & Home,14231.51,18234.1
P0450,Bookshelf 450,Furniture,Home Furniture,3238.24,3768.61
P0451,Monitor 451,Electronics,Gadgets,835.83,1110.87
P0452,Mixer Grinder 452,Home & Kitchen,Kitchen & Home,11198.11,15438.54
P0453,Kitchen Scale 453,Home & Kitchen,Kitchen & Home,14467.31,20727.68
P0454,Leadership Skills 454,Books,Books,2261.87,3075.81
P0455,Bookshelf 455,Furniture,Home Furniture,12030.69,14048.14
P0456,Body Lotion 456,Beauty,Personal Care,7966.51,9459.84
P0457,Finance Basics 457,Books,Books,3597.01,4827.34
P0458,Formal Shirt 458,Fashion,Clothing,8262.57,10057.25
P0459,Webcam 459,Electronics,Gadgets,2179.27,2568.98
P0460,Face Wash 460,Beauty,Personal Care,8346.12,10115.31
P0461,Face Serum 461,Beauty,Personal Care,12478.15,14739.31
P0462,Machine Learning Guide 462,Books,Books,7452.84,10912.33
P0463,Sofa 463,Furniture,Home Furniture,9512.61,12336.06
P0464,Kitchen Scale 464,Home & Kitchen,Kitchen & Home,11024.26,14301.3
P0465,Jeans 465,Fashion,Clothing,10329.58,11969.59
P0466,Jeans 466,Fashion,Clothing,678.94,815.86
P0467,Track Pants 467,Fashion,Clothing,11575.04,17009.55
P0468,Dinner Set 468,Home & Kitchen,Kitchen & Home,13181.28,16392.19
P0469,Wireless Mouse 469,Electronics,Gadgets,3305.1,3816.83
P0470,Shampoo 470,Beauty,Personal Care,2109.23,2731.47
P0471,Vacuum Cleaner 471,Home & Kitchen,Kitchen & Home,3617.52,5308.44
P0472,Water Bottle 472,Home & Kitchen,Kitchen & Home,10305.48,15919.08
P0473,Business Analytics 473,Books,Books,3122.87,4233.37
P0474,Sofa 474,Furniture,Home Furniture,8699.87,13843.88
P0475,TV Unit 475,Furniture,Home Furniture,2294.88,3627.09
P0476,Laptop Stand 476,Electronics,Gadgets,1855.49,2480.78
P0477,Perfume 477,Beauty,Personal Care,2034.72,3109.27
P0478,Dining Chair 478,Furniture,Home Furniture,9260.8,14134.45
P0479,Face Serum 479,Beauty,Personal Care,336.9,418.72
P0480,Power Bank 480,Electronics,Gadgets,5732.48,8939.5
P0481,Wireless Mouse 481,Electronics,Gadgets,5965.11,8029.95
P0482,Backpack 482,Fashion,Clothing,7071.75,8229.98
P0483,Skipping Rope 483,Sports,Fitness,4494.22,6653.56
P0484,Cricket Bat 484,Sports,Fitness,1677.82,2479.8
P0485,Webcam 485,Electronics,Gadgets,6226.81,7560.69
P0486,Shampoo 486,Beauty,Personal Care,7832.72,11074.34
P0487,Jeans 487,Fashion,Clothing,1961.43,2261.0
P0488,Office Chair 488,Furniture,Home Furniture,9882.11,15652.73
P0489,Makeup Kit 489,Beauty,Personal Care,8682.56,12739.8
P0490,Bluetooth Speaker 490,Electronics,Gadgets,2008.1,3065.18
P0491,Digital Marketing 491,Books,Books,5712.67,8364.26
P0492,Machine Learning Guide 492,Books,Books,2170.75,3271.17
P0493,Cricket Bat 493,Sports,Fitness,5000.78,7635.46
P0494,Storage Box 494,Home & Kitchen,Kitchen & Home,9789.24,14059.13
P0495,Coffee Maker 495,Home & Kitchen,Kitchen & Home,13834.26,20517.27
P0496,Business Analytics 496,Books,Books,7554.77,10063.45
P0497,Sneakers 497,Fashion,Clothing,9018.05,10560.36
P0498,Keyboard 498,Electronics,Gadgets,1914.01,2485.01
P0499,Coffee Maker 499,Home & Kitchen,Kitchen & Home,4926.25,7185.53
P0500,Bookshelf 500,Furniture,Home Furniture,7052.5,10345.0
